Age,RemoteWork,YearsCode,Knowledge_1,JobSatPoints_1,AISelect,JobSat,JobSatPoints_6,JobSatPoints_8
30,1,12,1,1,1,7,80,80
50,2,35,2,20,1,7,40,0
60,1,42,-1,0,1,7,25,50
30,2,16,1,0,1,7,0,0
40,3,7,1,20,0,5,10,20
30,1,15,-1,0,1,5,30,0
20,2,6,1,100,1,7,100,100
40,1,13,2,10,1,4,40,10
30,2,7,-2,50,1,4,65,40
40,2,19,1,10,0,6,9,10
30,1,8,1,0,1,2,50,30
30,1,10,2,25,1,8,25,0
30,3,12,0,0,0,8,0,0
30,1,16,1,10,0,7,20,20
30,1,6,1,80,1,7,100,90
40,1,6,2,0,0,9,37,42
40,2,19,2,30,1,2,20,26
30,1,15,2,0,0,8,20,30
30,1,10,2,10,1,7,5,25
30,1,4,1,5,1,8,15,15
30,1,10,1,10,1,8,10,15
50,2,28,1,0,1,6,10,10
40,2,20,1,80,1,9,90,90
20,1,9,2,15,0,8,25,25
40,3,26,2,30,0,9,10,10
30,2,16,1,0,0,8,0,30
30,1,21,1,5,1,6,10,10
20,2,6,-1,30,1,6,40,50
30,2,10,1,40,1,8,0,40
40,2,20,1,20,0,6,35,10
20,3,7,1,20,0,8,0,40
50,2,26,2,0,0,3,30,30
40,2,33,-2,10,1,8,30,30
20,1,2,0,0,0,8,0,0
40,1,20,2,50,1,8,30,10
20,1,12,2,5,0,6,40,10
50,2,30,1,0,0,10,20,40
20,3,3,2,15,1,7,15,10
50,2,24,2,0,1,9,20,20
30,1,7,2,0,1,9,0,0
40,1,12,1,80,1,8,90,90
50,1,30,1,0,1,9,45,15
60,1,35,2,30,0,9,20,20
30,3,22,1,5,0,9,30,10
30,2,7,2,0,1,8,0,0
40,2,32,1,20,1,9,30,10
30,1,11,-1,20,1,8,20,5
50,1,30,2,40,1,9,0,25
60,1,42,2,5,1,8,20,0
50,1,30,1,0,1,4,0,0
40,1,16,1,10,0,3,40,10
30,2,20,0,15,0,6,50,30
40,2,8,2,0,0,9,25,25
20,2,5,-2,0,1,8,0,0
30,1,12,1,0,1,7,25,25
50,1,30,2,20,0,3,20,40
30,3,8,1,5,0,8,20,0
50,1,39,0,10,1,9,10,40
20,2,4,-1,5,0,6,15,2
30,1,13,1,10,1,7,30,40
50,1,20,2,20,1,9,20,20
30,3,8,2,0,0,10,75,12.5
40,3,16,2,10,0,8,30,15
30,2,15,1,5,1,7,7,3
50,1,40,0,15,1,7,25,25
40,1,34,2,20,0,8,10,20
30,1,14,1,0,1,4,30,25
40,3,5,-1,0,0,7,0,0
30,2,12,1,70,0,8,100,100
30,2,15,2,10,1,8,10,10
40,3,21,2,20,0,8,30,20
20,2,10,1,20,0,7,20,5
30,2,10,2,0,1,7,20,20
30,2,14,2,5,0,10,45,30
20,3,6,1,0,1,6,0,0
50,2,35,1,8,1,9,10,9
30,1,8,2,0,1,8,10,0
40,2,21,1,0,1,6,0,0
50,2,33,2,25,0,1,25,10
30,1,10,-1,50,0,6,50,40
30,2,9,1,0,0,3,0,30
30,1,8,1,10,0,8,10,5
50,2,40,1,20,1,3,40,20
30,2,6,2,5,0,7,15,20
30,1,6,1,10,0,8,10,15
20,2,14,1,0,1,6,0,50
40,1,23,1,85,0,8,90,85
30,1,5,1,70,0,7,90,80
30,2,12,1,0,1,9,80,0
50,1,40,1,5,1,8,0,0
40,2,17,2,10,1,5,15,0
40,3,22,1,25,0,5,25,0
30,2,15,1,30,1,3,25,0
30,1,10,-2,1,0,6,1,1
30,2,12,2,0,0,6,0,0
30,2,10,2,10,1,5,15,10
30,2,8,2,20,0,4,15,20
50,2,34,-2,10,1,6,25,0
30,2,5,2,0,1,7,100,40
40,2,4,2,15,0,8,5,10
40,1,7,1,0,1,5,0,0
40,3,20,2,5,1,5,5,30
30,2,7,1,0,1,9,0,0
30,2,18,2,20,0,10,0,100
40,1,13,2,50,0,5,20,0
40,3,18,0,0,0,6,30,5
50,2,35,1,10,1,9,29,15
30,3,21,-2,80,0,10,0,0
40,2,18,1,3,0,5,20,20
30,2,8,1,0,1,9,0,0
40,1,8,2,5,1,9,0,30
20,2,4,2,10,1,8,10,10
30,2,5,1,5,0,8,10,20
40,1,16,-1,50,0,5,70,90
40,1,21,2,40,1,3,10,30
40,2,20,1,0,0,8,15,50
50,1,30,2,10,1,8,20,20
30,2,6,0,8,1,5,10,5
30,2,12,2,5,0,0,50,15
40,1,25,1,40,0,10,0,0
30,2,13,0,0,1,10,20,0
20,3,6,1,0,1,10,0,0
40,3,6,0,0,0,7,0,0
20,2,5,1,0,1,7,0,0
20,3,4,2,10,1,6,12,20
30,1,7,2,20,1,6,50,20
30,1,14,2,10,1,8,20,20
50,2,15,2,35,1,10,20,10
40,3,22,1,5,0,6,15,25
30,1,10,2,10,1,6,10,30
65,1,35,1,0,1,7,20,10
40,1,25,2,20,1,8,20,30
20,3,8,1,25,1,7,15,15
30,2,8,2,0,1,8,0,0
30,3,14,1,0,1,6,50,0
30,2,16,1,0,1,8,60,100
30,2,4,-1,4,1,5,10,15
60,1,39,0,0,1,10,60,10
50,2,32,2,0,0,5,30,20
30,1,15,1,20,1,7,15,15
40,2,20,-1,5,0,2,10,15
30,2,10,-1,0,0,7,20,0
30,2,3,1,0,1,4,0,0
50,1,8,-2,0,1,8,0,0
40,1,14,1,15,1,7,30,20
30,1,10,1,30,1,8,0,40
50,2,28,1,30,1,7,20,10
40,3,30,0,0,0,3,0,0
20,1,0.5,2,10,0,3,0,0
50,2,40,2,10,1,10,0,0
30,1,12,1,10,0,9,20,20
30,2,12,1,15,1,7,15,8
40,2,17,1,5,1,8,20,10
30,2,10,2,10,1,6,10,0
30,1,5,1,0,0,4,0,40
50,1,30,2,10,0,9,10,5
50,1,23,1,30,1,8,30,5
30,2,15,2,100,1,3,100,100
20,1,4,0,15,0,9,11,20
30,1,6,1,10,1,4,10,10
20,2,10,-1,10,0,9,10,10
40,2,17,1,10,1,5,20,15
20,2,6,2,10,1,7,10,10
40,2,18,1,20,1,9,19,8
40,2,11,1,10,1,7,5,30
50,3,38,2,0,0,1,0,0
40,1,8,2,20,1,10,30,20
40,2,13,2,20,1,8,25,20
30,3,11,2,0,0,7,30,10
40,2,22,-2,0,1,7,0,0
40,2,24,-1,0,0,8,50,10
30,1,14,2,0,1,10,10,0
50,2,25,1,20,1,7,0,20
40,2,16,2,10,1,8,30,0
30,3,7,-2,50,0,4,70,0
40,2,20,1,15,1,2,10,5
40,3,20,1,50,1,1,10,10
40,1,15,1,100,1,4,100,100
20,3,10,-1,30,1,7,0,0
40,3,25,1,20,0,5,10,14
40,3,22,1,10,0,5,20,10
40,2,17,2,1,0,8,15,10
40,1,7,1,80,1,9,100,80
30,1,14,1,0,1,1,0,0
40,1,22,0,0,1,6,30,0
30,2,12,2,5,1,7,10,5
30,1,15,-2,10,1,9,15,10
60,2,25,2,30,0,4,0,40
40,2,10,2,0,0,7,0,0
30,2,12,1,10,1,8,10,25
30,2,10,1,0,1,4,0,0
20,2,12,-1,20,0,7,10,25
50,2,33,1,0,1,6,0,20
40,1,10,1,50,0,10,10,5
30,2,7,2,0,1,8,100,80
30,1,14,1,0,0,9,10,50
40,1,14,1,15,1,8,15,5
30,2,5,1,70,1,8,80,90
30,1,8,-1,50,1,8,20,10
30,1,11,2,10,0,5,15,15
30,2,12,2,0,1,8,35,0
40,2,24,2,10,1,9,30,5
40,3,20,2,10,1,7,20,0
30,1,13,0,0,0,8,0,0
20,1,8,1,0,1,8,20,0
50,1,30,-1,0,1,8,0,0
30,2,6,2,0,0,4,20,30
30,1,16,2,18,1,8,20,10
20,1,5,2,0,0,5,0,0
30,2,10,1,0,1,7,10,40
50,1,12,2,0,1,8,20,10
30,1,14,2,10,1,7,30,30
30,1,7,0,0,0,2,20,20
40,1,12,1,20,1,6,5,20
30,1,11,1,10,1,8,50,0
40,2,4,-2,0,1,6,0,0
40,1,14,1,10,0,3,80,10
30,2,7,-1,0,1,7,0,0
50,1,25,2,10,1,8,30,30
60,1,49,1,0,0,6,30,0
60,2,40,0,0,0,5,30,30
30,2,13,2,30,0,8,20,0
30,1,14,1,0,1,7,0,0
30,1,4,-2,70,1,6,50,70
30,2,12,2,0,0,7,0,10
30,2,8,1,80,1,8,100,100
30,2,10,1,0,1,5,0,0
40,1,25,1,0,0,8,20,5
20,1,4,0,65,0,8,50,60
40,1,24,0,85,1,8,90,60
30,2,7,-1,10,1,9,10,20
50,2,46,2,30,1,9,20,20
40,1,5,2,0,1,9,20,0
40,1,24,2,0,1,2,0,0
30,1,8,2,20,1,7,30,10
40,1,15,1,0,0,7,30,30
30,2,9,1,50,0,8,25,10
40,1,25,2,20,0,9,20,20
40,2,25,1,30,0,8,15,20
40,2,6,1,0,1,3,0,20
40,2,23,2,20,1,8,40,20
20,2,6,1,22,0,7,12,10
50,1,35,-1,10,1,8,40,10
20,1,12,1,10,0,7,20,60
40,1,27,1,0,1,6,39,1
30,2,6,1,5,1,8,10,10
30,2,24,2,16,1,8,16,7
30,1,10,1,0,1,7,20,15
40,1,24,-1,0,1,7,0,0
40,2,2,1,0,1,8,50,50
30,1,3,0,0,0,9,0,0
40,1,24,1,0,0,7,0,0
40,2,20,1,0,0,7,0,40
40,3,21,2,50,1,8,30,5
30,3,8,1,0,1,3,0,0
20,2,8,2,0,1,2,20,10
40,2,14,1,10,0,6,35,0
40,1,14,-1,23,1,7,20,20
50,2,35,1,10,1,10,40,10
20,2,3,2,0,1,3,0,0
60,1,35,2,50,0,8,50,50
30,1,2,-1,0,1,3,0,0
40,1,27,2,0,1,4,15,20
30,2,6,1,5,1,8,0,0
50,2,25,1,0,1,5,20,20
30,2,11,2,0,0,8,0,40
30,1,14,1,0,1,8,0,0
30,1,3,1,20,1,8,10,10
50,1,29,1,0,0,7,20,10
20,1,2,2,10,1,10,20,15
50,1,43,1,30,0,7,20,50
30,1,13,2,18,0,9,17,15
40,1,22,1,0,1,9,25,25
40,3,12,-2,25,0,5,25,20
40,1,2,1,0,1,2,0,0
30,3,3,1,10,1,10,40,10
60,2,45,1,0,0,4,8,0
30,1,12,1,15,1,6,10,10
30,1,15,-1,0,0,10,10,20
40,1,27,2,10,1,9,15,15
40,1,25,2,0,0,7,30,40
20,2,12,1,0,0,8,33,33
40,1,18,-1,20,1,3,40,20
20,2,10,2,20,1,10,10,0
30,1,10,2,20,1,7,20,10
60,1,35,1,10,1,7,50,0
40,1,33,2,30,1,9,40,10
30,1,14,2,15,1,9,5,20
60,2,42,2,10,0,7,20,5
30,1,9,0,20,0,5,0,0
30,1,10,1,80,0,4,0,90
20,2,7,1,5,0,7,10,5
40,1,17,0,15,0,6,10,10
30,1,10,0,0,0,7,100,0
30,1,10,1,0,1,5,20,25
30,1,12,1,70,0,8,90,70
20,1,5,2,0,1,9,0,0
40,2,14,1,10,1,8,20,15
40,1,23,2,0,1,9,0,0
20,2,10,1,0,1,4,0,0
40,1,20,2,10,1,9,15,40
30,2,7,2,80,1,9,95,20
30,1,10,1,5,1,7,9,9
30,2,6,1,0,1,7,0,0
40,2,28,0,30,0,8,30,0
40,1,27,2,0,0,8,10,50
30,2,11,0,0,0,6,35,0
40,1,23,2,30,1,9,10,20
40,1,18,2,20,1,8,20,1
40,1,24,1,0,0,5,20,20
50,2,35,2,30,1,9,10,30
30,2,5,1,70,0,7,77,99
40,2,25,2,100,1,10,60,100
40,2,22,2,0,1,7,0,0
30,1,8,2,20,0,6,20,30
40,1,24,2,10,1,7,30,20
30,2,8,1,0,1,7,20,10
30,2,5,1,10,1,10,10,20
60,1,32,1,30,0,7,40,0
30,2,8,1,90,1,9,90,90
40,3,20,1,0,0,6,0,0
40,1,14,2,10,1,6,20,30
60,1,41,2,10,1,7,0,0
40,1,16,2,45,0,8,25,10
30,2,15,1,80,1,7,80,69
50,1,30,2,10,1,10,20,10
30,2,10,1,0,1,5,0,0
50,2,35,2,15,1,9,5,10
50,2,28,1,0,1,8,50,0
40,1,3,0,0,1,8,20,0
40,1,19,2,0,0,10,30,0
30,3,10,1,0,0,7,0,0
40,1,10,0,0,1,7,0,0
50,2,40,2,10,0,7,30,30
40,1,35,2,20,1,8,5,53
20,1,4,1,0,1,8,0,0
50,1,40,2,10,0,3,60,20
20,2,2,1,0,0,5,80,100
40,2,18,2,5,1,3,5,80
40,3,23,0,0,0,6,10,70
30,3,9,2,10,1,9,30,20
50,1,30,2,0,1,8,25,25
30,1,14,1,25,1,9,25,25
40,2,20,2,0,0,8,0,70
30,2,15,2,100,1,7,0,0
30,1,5,0,0,0,10,0,0
40,1,22,0,10,1,4,5,20
30,1,13,1,0,1,8,0,0
30,1,7,2,10,1,8,20,20
40,1,5,0,0,1,3,0,0
30,2,10,1,25,0,6,10,40
20,1,3,1,78,1,8,3,0
20,2,10,2,5,0,8,20,20
40,1,11,1,0,1,6,0,0
60,1,40,1,0,1,8,0,0
30,2,6,2,20,1,7,0,0
40,2,24,1,0,1,9,50,20
40,2,24,2,5,0,6,5,5
40,1,4,1,0,1,4,30,0
40,1,18,1,5,1,8,20,4
20,3,5,-1,50,1,7,100,20
40,2,22,1,20,1,6,25,10
40,2,12,1,25,1,7,23,10
40,2,23,1,10,0,9,10,10
20,2,11,-1,15,1,9,15,20
30,1,10,-1,5,1,4,5,10
50,1,25,2,30,1,7,0,40
50,2,25,2,0,1,7,70,0
20,2,5,2,0,1,4,0,0
30,2,6,1,50,1,5,20,10
50,2,41,1,0,0,2,0,0
30,2,14,1,0,1,4,10,40
30,3,6,0,0,0,7,20,15
30,1,5,2,0,1,5,0,0
40,1,25,2,0,1,9,20,30
40,1,20,2,20,1,9,0,35
50,3,40,1,0,0,2,0,0
30,2,7,2,0,0,7,0,0
30,1,8,-2,10,1,10,20,20
30,1,17,2,20,0,8,15,20
40,1,20,2,40,1,8,20,20
40,1,20,1,15,0,7,5,30
50,2,30,2,10,0,8,10,70
30,2,5,2,0,1,5,0,0
30,1,5,2,5,1,8,25,30
40,3,27,1,0,1,8,0,33
20,1,6,1,80,1,8,90,90
50,1,24,1,10,0,7,20,20
50,1,10,1,5,0,6,20,20
30,2,11,2,100,1,6,80,90
20,1,5,2,70,1,7,100,100
40,3,17,0,10,1,5,25,10
50,2,30,1,0,1,7,0,0
50,1,30,0,20,0,8,10,40
40,1,25,2,0,1,6,25,50
30,3,13,2,5,0,8,15,30
40,1,24,1,15,0,3,20,15
30,1,10,-1,80,1,8,70,90
40,2,24,2,0,1,9,10,60
30,2,15,2,0,0,2,0,0
20,1,5,1,0,0,9,0,0
20,2,6,1,70,1,7,100,90
20,3,10,2,0,0,3,0,50
60,2,35,1,0,0,8,30,20
20,1,4,1,0,1,8,0,0
50,2,13,1,20,1,7,30,10
20,1,3,2,25,1,7,15,30
30,3,6,1,0,0,7,0,0
20,3,3,-2,0,1,0,0,0
30,2,20,1,0,1,6,0,0
30,2,15,1,15,0,8,20,20
30,2,5,1,90,1,8,90,90
20,2,6,0,5,1,10,20,20
60,1,45,2,20,0,6,60,10
30,2,7,1,20,1,7,20,15
30,3,8,1,5,1,1,9,10
50,1,27,2,0,1,8,15,10
30,3,5,1,0,1,9,0,0
30,2,4,1,0,1,9,30,0
30,1,7,1,0,0,3,0,0
30,1,12,2,50,1,7,60,80
40,2,20,1,20,1,3,30,10
40,1,21,-1,0,1,8,0,100
20,1,5,2,61,1,7,68,67
30,2,11,1,10,1,9,10,20
30,1,4,-1,10,1,5,20,0
40,1,24,0,10,0,10,10,40
30,2,20,2,10,1,10,5,20
50,1,35,1,10,0,7,20,20
20,1,12,0,30,0,8,10,5
20,3,6,0,95,1,8,75,65
20,1,7,1,20,1,8,14,20
60,1,30,-2,0,0,8,0,0
30,1,9,1,95,1,8,95,90
40,1,16,2,10,0,9,30,15
30,3,15,1,0,0,5,0,0
50,1,5,1,0,1,5,8,0
20,3,5,1,90,1,8,100,100
40,1,20,2,0,0,9,0,0
40,2,11,2,10,0,10,20,30
30,3,10,1,30,0,7,30,10
30,2,5,1,0,1,9,0,0
30,1,12,1,33,1,3,33,0
40,3,25,1,20,1,8,23,22
65,3,34,1,0,0,10,50,0
30,2,15,1,0,1,3,20,5
20,2,10,1,0,1,6,0,0
30,1,10,2,10,1,9,10,20
30,1,4,-1,0,1,9,0,0
50,2,37,2,30,1,10,25,25
50,1,35,2,0,0,10,0,70
30,1,3,1,10,1,6,30,10
40,2,25,-1,5,0,10,30,20
30,1,15,1,50,1,7,20,15
40,1,25,-1,0,1,6,0,0
30,2,0.5,1,10,1,7,20,30
50,1,40,2,0,0,6,0,20
30,1,19,-2,10,1,6,10,10
50,1,42,1,0,0,7,0,0
40,3,10,0,80,1,7,80,60
20,1,9,1,0,1,10,0,0
30,2,13,0,20,1,8,10,0
40,1,36,1,20,1,8,0,35
30,2,12,2,10,0,8,40,10
20,1,11,-2,0,0,7,30,0
30,3,3,1,0,1,8,0,0
30,3,0,-2,0,1,8,0,0
40,2,17,1,0,1,3,0,0
40,1,25,2,20,0,10,10,10
60,1,44,0,20,0,9,0,30
60,2,24,1,20,1,8,10,20
20,2,6,1,5,1,8,10,40
20,1,5,1,0,0,8,40,40
30,1,16,2,0,1,8,20,50
40,1,22,1,0,1,8,50,15
50,1,31,2,0,0,7,0,0
50,2,35,2,20,0,8,40,0
20,2,11,2,20,1,9,10,5
18,3,3,1,0,0,8,0,0
60,1,47,1,0,0,8,30,0
40,2,23,1,50,0,8,25,0
40,1,25,2,0,1,10,20,30
40,2,25,0,0,1,8,0,0
40,1,18,2,0,0,10,25,15
40,1,12,2,10,1,7,30,0
30,2,6,1,0,1,8,20,10
60,2,44,-1,80,1,10,0,10
40,3,3,1,0,0,8,0,0
40,3,20,1,50,1,1,0,0
40,1,13,2,0,1,5,0,0
20,2,7,1,1,0,6,30,10
30,1,16,1,20,1,2,20,35
50,2,8,1,100,1,5,0,0
40,2,22,1,0,0,7,50,0
20,1,8,2,0,1,9,0,0
30,2,12,2,20,1,7,5,10
30,2,10,2,10,0,10,20,5
40,2,11,1,10,1,3,0,40
50,2,24,1,0,0,5,0,0
40,1,10,2,10,0,9,40,50
60,1,40,1,5,0,9,30,30
40,1,22,2,25,1,8,35,25
40,2,27,2,7,0,7,13,17
30,2,16,2,15,1,10,10,5
30,1,7,1,15,1,7,30,5
40,1,12,0,50,1,7,50,80
40,1,18,1,0,1,9,80,0
20,3,4,2,60,1,6,30,60
40,2,15,1,50,1,6,100,100
30,2,6,1,20,0,1,10,20
30,3,12,2,0,1,8,0,0
30,2,6,1,0,1,7,20,0
30,2,10,1,0,0,8,0,0
40,2,20,1,10,0,7,20,10
40,2,14,1,3,0,7,30,15
40,2,24,2,30,1,8,10,30
30,3,12,1,0,1,5,0,0
30,1,13,2,0,0,7,0,0
30,2,15,2,90,1,8,100,90
30,2,10,1,8,1,7,10,10
40,1,18,2,20,0,9,20,20
20,2,8,2,5,1,9,30,30
30,1,15,1,17,1,10,17,19
40,2,23,1,10,0,8,26,15
30,2,15,2,25,1,7,20,5
60,1,25,2,0,1,5,0,0
30,2,11,1,80,0,6,50,50
30,2,5,1,5,0,5,6,6
50,1,20,-1,0,1,7,10,30
30,1,10,1,100,1,6,100,75
30,2,12,1,20,1,8,20,20
60,2,45,-1,10,0,4,20,12
30,2,8,1,10,1,8,40,10
40,1,23,2,20,1,8,20,20
40,2,13,2,50,1,10,5,0
30,3,6,1,0,1,4,0,0
40,2,34,2,20,0,3,20,20
30,1,13,2,25,1,8,25,25
20,2,8,1,10,1,8,20,40
50,1,20,0,20,0,7,25,20
30,2,12,1,75,1,7,65,50
20,2,9,-1,0,0,7,40,0
40,3,16,2,3,1,4,3,3
40,1,20,2,20,0,8,25,15
30,2,4,2,95,1,9,90,95
50,1,26,2,25,1,7,15,15
50,2,25,2,0,0,3,0,0
40,1,25,2,30,1,10,10,30
40,1,22,1,10,1,8,20,0
50,3,16,1,10,1,7,10,30
30,2,15,1,0,1,7,45,10
30,2,10,1,0,1,10,0,0
60,1,10,2,25,0,7,0,25
40,1,22,2,20,0,7,10,30
20,3,5,-1,0,1,3,0,0
30,1,17,1,0,1,2,10,15
30,3,5,-2,80,1,3,100,70
30,2,8,1,0,1,5,0,0
40,1,22,1,5,1,6,15,10
40,1,30,2,0,1,5,0,0
40,1,20,0,0,0,3,18,33
40,1,21,2,5,0,9,70,0
30,1,10,2,15,1,8,25,10
30,1,9,1,5,1,7,30,5
30,3,17,1,50,0,7,100,80
30,2,11,2,0,0,5,20,20
30,1,8,2,10,0,8,20,30
30,3,15,2,5,0,8,10,10
20,1,9,1,100,1,10,100,100
20,2,4,1,5,1,7,50,0
30,2,1,1,0,0,6,0,25
40,2,35,2,20,0,8,30,20
50,1,35,2,10,1,8,10,10
20,3,6,0,0,0,10,0,0
30,2,15,0,0,1,1,0,0
30,2,10,2,9,1,6,5,7
40,3,13,2,80,1,8,0,70
30,1,9,1,10,1,6,15,20
20,1,3,1,90,1,9,80,70
50,1,36,2,15,1,8,25,5
30,3,11,2,80,0,10,70,30
20,1,6,1,90,1,7,100,100
30,1,4,1,10,1,8,20,30
30,3,15,1,10,0,7,70,60
40,1,30,2,10,1,8,10,35
30,1,15,2,40,1,3,15,15
40,1,9,1,10,1,10,15,5
30,2,8,1,10,1,7,15,10
20,2,5,0,8,1,8,0,8
30,2,11,1,0,1,7,10,10
20,2,11,1,50,1,6,80,75
30,1,8,1,25,0,8,10,7.5
20,2,6,2,10,1,7,20,10
30,3,10,2,0,0,3,0,10
30,2,9,1,0,1,8,20,0
30,2,13,1,90,1,7,80,70
40,1,19,2,20,0,8,10,40
30,2,6,1,80,0,8,0,0
30,2,20,2,30,0,9,20,10
40,1,14,1,0,1,9,30,20
30,2,11,0,5,0,7,20,20
20,3,6,1,95,1,7,98,94
40,1,16,2,8,1,8,5,5
40,1,13,1,100,1,0,80,100
20,3,5,1,0,1,6,0,0
40,1,22,1,0,1,10,40,10
40,2,23,2,10,0,9,20,30
40,1,16,0,5,1,6,5,7
30,1,12,-1,20,0,6,20,15
40,2,20,2,0,1,6,0,30
40,2,17,2,0,0,4,0,60
40,1,15,1,15,0,8,25,15
30,3,16,0,20,0,4,50,40
30,2,12,2,20,1,8,20,0
40,1,26,1,70,0,8,80,60
40,3,17,0,50,1,8,20,10
40,2,16,1,0,0,7,0,0
40,1,10,1,0,1,7,0,0
20,3,4,-1,5,1,6,50,15
30,2,11,1,50,0,7,50,0
20,3,4,0,95,1,8,90,90
30,2,14,1,0,1,7,10,0
30,2,4,1,10,1,8,20,15
60,2,45,1,0,0,7,25,25
20,2,4,1,15,1,4,5,12
20,3,5,2,40,1,6,5,20
30,3,11,1,0,0,6,0,0
30,2,7,-1,25,0,8,30,23
30,2,7,2,20,1,7,20,20
50,3,33,1,0,0,8,0,0
30,2,12,2,20,0,4,0,30
30,3,14,1,0,1,8,0,0
30,2,4,1,80,1,8,87,90
60,2,41,2,20,0,7,0,30
20,1,8,0,30,1,8,20,5
20,1,7,0,0,0,9,20,10
30,2,10,1,0,0,4,15,50
40,2,22,1,10,0,7,25,25
20,1,3,2,0,1,5,0,0
30,2,10,0,0,1,8,10,0
50,3,30,2,20,0,7,0,30
30,2,8,1,20,1,7,10,20
30,3,14,1,0,1,9,30,20
40,2,30,2,0,0,9,20,20
50,1,36,1,20,0,1,30,20
60,2,36,1,0,1,9,30,30
20,2,7,2,70,0,7,70,80
60,1,30,1,100,1,8,95,100
20,3,3,2,0,1,1,0,0
30,1,5,2,5,0,9,15,10
30,1,3,2,10,1,5,0,70
30,2,12,1,0,1,5,0,0
40,1,5,0,0,1,8,0,0
30,2,12,1,0,0,6,0,0
30,3,15,0,0,0,4,0,0
30,3,4,-1,20,0,7,0,0
20,3,5,1,30,1,6,32,50
30,1,5,2,0,1,7,15,0
30,3,8,1,0,1,8,0,0
20,2,4,1,0,1,8,0,0
60,1,34,1,0,0,7,20,30
40,3,22,0,70,0,8,30,50
30,3,11,2,0,1,4,50,80
20,2,6,1,10,1,8,30,10
50,2,30,1,25,1,8,25,0
30,3,10,1,10,1,7,5,7
30,2,15,-1,5,1,9,30,5
40,1,15,2,25,0,8,15,10
30,3,2,-1,40,1,4,70,50
30,2,12,0,13,1,7,20,11
40,3,29,-1,0,1,9,50,20
30,3,5,1,0,1,0,10,0
40,3,15,2,10,1,8,5,45
40,2,14,1,50,0,6,60,50
30,3,10,1,10,1,10,10,10
30,1,18,-1,15,1,7,10,20
30,3,11,2,80,1,8,60,80
50,1,27,1,10,1,7,10,15
40,2,38,1,10,1,8,40,30
30,2,15,2,10,1,7,20,2
30,2,6,1,25,1,8,15,30
30,1,10,-1,0,0,10,0,0
30,2,9,0,0,1,9,0,0
40,2,18,1,20,1,8,30,2
30,3,3,2,20,1,5,0,0
50,1,32,1,0,1,9,60,0
40,2,11,1,25,1,8,25,0
30,3,4,1,0,1,4,0,0
40,3,26,0,60,0,7,60,10
30,2,15,2,0,1,9,0,0
20,1,7,0,0,0,5,0,0
50,3,24,2,8,0,8,8,8
30,2,12,-1,0,1,10,100,100
30,1,18,1,20,1,7,20,20
30,1,9,0,9,1,8,5,8
40,2,25,1,10,0,6,70,40
30,3,2,2,0,0,8,40,10
20,3,3,1,50,1,8,100,80
30,2,6,2,0,0,8,0,0
30,2,11,2,50,0,5,25,15
40,2,33,1,10,1,8,40,20
20,1,5,1,10,1,7,30,10
30,2,3,1,50,1,7,60,60
20,2,4,1,50,1,7,50,50
30,2,5,1,10,1,8,10,25
40,1,17,1,0,0,7,0,0
40,3,22,1,20,1,5,0,20
30,2,15,1,40,1,8,10,40
30,1,9,1,0,0,8,0,0
30,2,16,1,5,1,6,15,15
40,1,17,1,0,1,5,30,25
40,1,20,0,90,1,10,100,9
40,1,15,2,0,0,6,0,0
30,3,8,2,0,1,8,0,0
30,3,14,1,0,1,8,0,0
30,2,8,1,0,1,7,10,30
20,1,6,2,0,0,10,60,0
40,1,10,1,0,1,2,0,50
30,1,10,0,0,1,7,50,0
20,2,3,1,90,1,8,80,100
20,2,4,0,0,1,6,0,0
40,3,20,1,10,0,6,10,10
40,2,14,2,2,1,8,15,20
20,1,9,1,5,0,6,5,4
30,2,9,2,5,1,8,20,20
30,3,10,1,10,1,9,20,10
40,1,20,2,15,1,8,15,15
20,2,4,0,0,1,0,0,0
30,3,6,0,5,1,7,7,10
40,2,13,1,15,0,8,15,15
40,1,16,2,0,0,10,0,0
30,2,14,1,3,1,6,7,5
30,3,10,0,20,0,6,20,20
30,2,11,2,0,1,8,0,0
20,2,4,-1,0,1,8,40,10
30,3,18,1,20,1,8,20,20
30,1,26,1,7,0,7,15,5
30,1,9,1,5,0,4,20,0
30,2,9,1,0,1,2,0,0
30,3,4,0,80,1,6,40,80
30,3,10,1,80,0,6,40,30
20,2,8,2,20,1,6,25,10
50,1,40,1,0,0,2,0,0
40,2,30,1,40,1,7,10,20
50,1,21,1,0,1,8,30,30
40,2,15,1,10,0,10,10,10
40,2,29,2,0,0,5,40,10
20,2,5,2,7,1,3,8,8
30,1,11,-1,40,0,7,70,50
20,2,10,1,0,1,3,20,50
50,2,36,2,0,0,9,30,30
40,2,8,1,1,1,6,37,10
30,1,7,1,90,1,7,90,50
40,2,15,2,20,1,7,10,30
20,2,8,1,0,0,8,60,0
30,1,11,-2,0,1,5,20,40
30,2,11,1,25,1,6,25,25
40,1,12,-1,0,1,6,30,30
20,1,7,-1,0,0,8,0,0
30,1,12,1,10,0,9,10,30
40,2,25,1,5,0,8,5,30
20,3,6,-1,0,1,6,30,10
40,2,23,1,0,1,6,0,0
30,2,9,2,0,1,9,40,35
50,2,32,0,0,1,9,30,30
30,2,10,0,30,1,6,95,100
40,2,27,2,0,1,9,0,0
20,2,6,2,5,0,7,10,5
40,2,22,2,20,0,7,10,10
